;BI7DR;CPI;GDP;SGRIDR;UNEMP;USDIDR;BI7DR_lag_1M;BI7DR_lag_3M;BI7DR_lag_6M;BI7DR_lag_12M;BI7DR_delta_1Q;BI7DR_delta_2Q;BI7DR_delta_3Q;BI7DR_delta_4Q;BI7DR_growth_1Q;BI7DR_growth_2Q;BI7DR_growth_3Q;BI7DR_growth_4Q;BI7DR_delta_1Q_1M;BI7DR_delta_2Q_1M;BI7DR_delta_3Q_1M;BI7DR_delta_4Q_1M;BI7DR_growth_1Q_1M;BI7DR_growth_2Q_1M;BI7DR_growth_3Q_1M;BI7DR_growth_4Q_1M;BI7DR_delta_1Q_3M;BI7DR_delta_2Q_3M;BI7DR_delta_3Q_3M;BI7DR_delta_4Q_3M;BI7DR_growth_1Q_3M;BI7DR_growth_2Q_3M;BI7DR_growth_3Q_3M;BI7DR_growth_4Q_3M;BI7DR_delta_1Q_6M;BI7DR_delta_2Q_6M;BI7DR_delta_3Q_6M;BI7DR_delta_4Q_6M;BI7DR_growth_1Q_6M;BI7DR_growth_2Q_6M;BI7DR_growth_3Q_6M;BI7DR_growth_4Q_6M;BI7DR_delta_1Q_12M;BI7DR_delta_2Q_12M;BI7DR_delta_3Q_12M;BI7DR_delta_4Q_12M;BI7DR_growth_1Q_12M;BI7DR_growth_2Q_12M;BI7DR_growth_3Q_12M;BI7DR_growth_4Q_12M;CPI_lag_1M;CPI_lag_3M;CPI_lag_6M;CPI_lag_12M;CPI_delta_1Q;CPI_delta_2Q;CPI_delta_3Q;CPI_delta_4Q;CPI_growth_1Q;CPI_growth_2Q;CPI_growth_3Q;CPI_growth_4Q;CPI_delta_1Q_1M;CPI_delta_2Q_1M;CPI_delta_3Q_1M;CPI_delta_4Q_1M;CPI_growth_1Q_1M;CPI_growth_2Q_1M;CPI_growth_3Q_1M;CPI_growth_4Q_1M;CPI_delta_1Q_3M;CPI_delta_2Q_3M;CPI_delta_3Q_3M;CPI_delta_4Q_3M;CPI_growth_1Q_3M;CPI_growth_2Q_3M;CPI_growth_3Q_3M;CPI_growth_4Q_3M;CPI_delta_1Q_6M;CPI_delta_2Q_6M;CPI_delta_3Q_6M;CPI_delta_4Q_6M;CPI_growth_1Q_6M;CPI_growth_2Q_6M;CPI_growth_3Q_6M;CPI_growth_4Q_6M;CPI_delta_1Q_12M;CPI_delta_2Q_12M;CPI_delta_3Q_12M;CPI_delta_4Q_12M;CPI_growth_1Q_12M;CPI_growth_2Q_12M;CPI_growth_3Q_12M;CPI_growth_4Q_12M;GDP_lag_1M;GDP_lag_3M;GDP_lag_6M;GDP_lag_12M;GDP_delta_1Q;GDP_delta_2Q;GDP_delta_3Q;GDP_delta_4Q;GDP_growth_1Q;GDP_growth_2Q;GDP_growth_3Q;GDP_growth_4Q;GDP_delta_1Q_1M;GDP_delta_2Q_1M;GDP_delta_3Q_1M;GDP_delta_4Q_1M;GDP_growth_1Q_1M;GDP_growth_2Q_1M;GDP_growth_3Q_1M;GDP_growth_4Q_1M;GDP_delta_1Q_3M;GDP_delta_2Q_3M;GDP_delta_3Q_3M;GDP_delta_4Q_3M;GDP_growth_1Q_3M;GDP_growth_2Q_3M;GDP_growth_3Q_3M;GDP_growth_4Q_3M;GDP_delta_1Q_6M;GDP_delta_2Q_6M;GDP_delta_3Q_6M;GDP_delta_4Q_6M;GDP_growth_1Q_6M;GDP_growth_2Q_6M;GDP_growth_3Q_6M;GDP_growth_4Q_6M;GDP_delta_1Q_12M;GDP_delta_2Q_12M;GDP_delta_3Q_12M;GDP_delta_4Q_12M;GDP_growth_1Q_12M;GDP_growth_2Q_12M;GDP_growth_3Q_12M;GDP_growth_4Q_12M;SGRIDR_lag_1M;SGRIDR_lag_3M;SGRIDR_lag_6M;SGRIDR_lag_12M;SGRIDR_delta_1Q;SGRIDR_delta_2Q;SGRIDR_delta_3Q;SGRIDR_delta_4Q;SGRIDR_growth_1Q;SGRIDR_growth_2Q;SGRIDR_growth_3Q;SGRIDR_growth_4Q;SGRIDR_delta_1Q_1M;SGRIDR_delta_2Q_1M;SGRIDR_delta_3Q_1M;SGRIDR_delta_4Q_1M;SGRIDR_growth_1Q_1M;SGRIDR_growth_2Q_1M;SGRIDR_growth_3Q_1M;SGRIDR_growth_4Q_1M;SGRIDR_delta_1Q_3M;SGRIDR_delta_2Q_3M;SGRIDR_delta_3Q_3M;SGRIDR_delta_4Q_3M;SGRIDR_growth_1Q_3M;SGRIDR_growth_2Q_3M;SGRIDR_growth_3Q_3M;SGRIDR_growth_4Q_3M;SGRIDR_delta_1Q_6M;SGRIDR_delta_2Q_6M;SGRIDR_delta_3Q_6M;SGRIDR_delta_4Q_6M;SGRIDR_growth_1Q_6M;SGRIDR_growth_2Q_6M;SGRIDR_growth_3Q_6M;SGRIDR_growth_4Q_6M;SGRIDR_delta_1Q_12M;SGRIDR_delta_2Q_12M;SGRIDR_delta_3Q_12M;SGRIDR_delta_4Q_12M;SGRIDR_growth_1Q_12M;SGRIDR_growth_2Q_12M;SGRIDR_growth_3Q_12M;SGRIDR_growth_4Q_12M;UNEMP_lag_1M;UNEMP_lag_3M;UNEMP_lag_6M;UNEMP_lag_12M;UNEMP_delta_1Q;UNEMP_delta_2Q;UNEMP_delta_3Q;UNEMP_delta_4Q;UNEMP_growth_1Q;UNEMP_growth_2Q;UNEMP_growth_3Q;UNEMP_growth_4Q;UNEMP_delta_1Q_1M;UNEMP_delta_2Q_1M;UNEMP_delta_3Q_1M;UNEMP_delta_4Q_1M;UNEMP_growth_1Q_1M;UNEMP_growth_2Q_1M;UNEMP_growth_3Q_1M;UNEMP_growth_4Q_1M;UNEMP_delta_1Q_3M;UNEMP_delta_2Q_3M;UNEMP_delta_3Q_3M;UNEMP_delta_4Q_3M;UNEMP_growth_1Q_3M;UNEMP_growth_2Q_3M;UNEMP_growth_3Q_3M;UNEMP_growth_4Q_3M;UNEMP_delta_1Q_6M;UNEMP_delta_2Q_6M;UNEMP_delta_3Q_6M;UNEMP_delta_4Q_6M;UNEMP_growth_1Q_6M;UNEMP_growth_2Q_6M;UNEMP_growth_3Q_6M;UNEMP_growth_4Q_6M;UNEMP_delta_1Q_12M;UNEMP_delta_2Q_12M;UNEMP_delta_3Q_12M;UNEMP_delta_4Q_12M;UNEMP_growth_1Q_12M;UNEMP_growth_2Q_12M;UNEMP_growth_3Q_12M;UNEMP_growth_4Q_12M;USDIDR_lag_1M;USDIDR_lag_3M;USDIDR_lag_6M;USDIDR_lag_12M;USDIDR_delta_1Q;USDIDR_delta_2Q;USDIDR_delta_3Q;USDIDR_delta_4Q;USDIDR_growth_1Q;USDIDR_growth_2Q;USDIDR_growth_3Q;USDIDR_growth_4Q;USDIDR_delta_1Q_1M;USDIDR_delta_2Q_1M;USDIDR_delta_3Q_1M;USDIDR_delta_4Q_1M;USDIDR_growth_1Q_1M;USDIDR_growth_2Q_1M;USDIDR_growth_3Q_1M;USDIDR_growth_4Q_1M;USDIDR_delta_1Q_3M;USDIDR_delta_2Q_3M;USDIDR_delta_3Q_3M;USDIDR_delta_4Q_3M;USDIDR_growth_1Q_3M;USDIDR_growth_2Q_3M;USDIDR_growth_3Q_3M;USDIDR_growth_4Q_3M;USDIDR_delta_1Q_6M;USDIDR_delta_2Q_6M;USDIDR_delta_3Q_6M;USDIDR_delta_4Q_6M;USDIDR_growth_1Q_6M;USDIDR_growth_2Q_6M;USDIDR_growth_3Q_6M;USDIDR_growth_4Q_6M;USDIDR_delta_1Q_12M;USDIDR_delta_2Q_12M;USDIDR_delta_3Q_12M;USDIDR_delta_4Q_12M;USDIDR_growth_1Q_12M;USDIDR_growth_2Q_12M;USDIDR_growth_3Q_12M;USDIDR_growth_4Q_12M
31/10/2009;;02.57;4.713.333.333.333.330;6845.57.00;7.716.666.666.666.660;9563.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,140972222;0,132638889;07.31;0,511805556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.27;4.183.333.333.333.330;4.393.333.333.333.330;5.926.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6855.83;6898.21.00;7173.25.00;7282.25.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.793.333.333.333.330;7.915;08.05;8.306.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9665.00.00;9928.00.00;10625.0;11050.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2009;;02.41;5.156.666.666.666.660;6835.31.00;7.640.000.000.000.000;9461.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.57;0,135416667;06.04;0,505555556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.713.333.333.333.330;4.226.666.666.666.660;4.266.666.666.666.660;56.033.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6845.57.00;7011.77;7.112.655.000.000.000;7.591.215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.716.666.666.666.660;0,352083333;8.005;8.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9563.00.00;10105.0;10416.5;11085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2009;;0,1375;05.06;6693.67;75.633.333.333.333.300;9404.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.41;0,140972222;0,170138889;11.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.156.666.666.666.660;04.27;04.14;05.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6835.31.00;6855.83;7052.06.00;7900.18.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.640.000.000.000.000;7.793.333.333.333.330;0,358333333;8.223.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9461.00.00;9665.00.00;10208.0;11120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2010;;0,174305556;0,261111111;6630.74;7.486.666.666.666.660;9.302.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,1375;02.57;0,132638889;09.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.06;4.713.333.333.333.330;4.183.333.333.333.330;5.026.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6693.67;6845.57.00;6898.21.00;78.183.966.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.633.333.333.333.300;7.716.666.666.666.660;7.915;8.181.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9404.00.00;9563.00.00;9928.00.00;11.313.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2010;;03.08;0,272222222;6567.81;07.41;9.201.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,174305556;02.41;0,135416667;08.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,261111111;5.156.666.666.666.660;4.226.666.666.666.660;4.773.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6630.74;6835.31.00;7011.77;7.736.613.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.486.666.666.666.660;7.640.000.000.000.000;0,352083333;08.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.302.666.666.666.660;9461.00.00;10105.0;11.506.666.666.666.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2010;;03.43;06.08;6504.88;7.365;9100.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.08;0,1375;0,140972222;0,355555556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,272222222;05.06;04.27;04.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6567.81;6693.67;6855.83;7654.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.41;75.633.333.333.333.300;7.793.333.333.333.330;8.095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.201.333.333.333.330;9404.00.00;9665.00.00;11700.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2010;;0,188194444;6.306.666.666.666.660;6573.53.00;07.32;9010.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.43;0,174305556;02.57;07.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.08;0,261111111;4.713.333.333.333.330;4.393.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6504.88;6630.74;6845.57.00;7173.25.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.365;7.486.666.666.666.660;7.716.666.666.666.660;08.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9100.00.00;9.302.666.666.666.660;9563.00.00;10625.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2010;;04.17;6.533.333.333.333.330;6554.99;7.275;9175.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,188194444;03.08;02.41;06.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.306.666.666.666.660;0,272222222;5.156.666.666.666.660;4.266.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6573.53.00;6567.81;6835.31.00;7.112.655.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.32;07.41;7.640.000.000.000.000;8.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9010.00.00;9.201.333.333.333.330;9461.00.00;10416.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2010;;05.06;0,302777778;6484.03.00;72.299.999.999.999.900;9074.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.17;03.43;0,1375;0,170138889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.533.333.333.333.330;06.08;05.06;04.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6554.99;6504.88;6693.67;7052.06.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.275;7.365;75.633.333.333.333.300;0,358333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9175.00.00;9100.00.00;9404.00.00;10208.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2010;;06.23;6.566.666.666.666.660;6577.53.00;7.185;9059.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.06;0,188194444;0,174305556;0,132638889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,302777778;6.306.666.666.666.660;0,261111111;4.183.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6484.03.00;6573.53.00;6630.74;6898.21.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.299.999.999.999.900;07.32;7.486.666.666.666.660;7.915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9074.00.00;9010.00.00;9.302.666.666.666.660;9928.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2010;;06.45;6.373.333.333.333.330;6671.03.00;07.14;9045.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.23;04.17;03.08;0,135416667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.566.666.666.666.660;6.533.333.333.333.330;0,272222222;4.226.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6577.53.00;6554.99;6567.81;7011.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.185;7.275;07.41;0,352083333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9059.05.00;9175.00.00;9.201.333.333.333.330;10105.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2010;;0,264583333;06.18;6766.68;7.109.999.999.999.990;8928.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.45;05.06;03.43;0,140972222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.373.333.333.333.330;0,302777778;06.08;04.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6671.03.00;6484.03.00;6504.88;6855.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.14;72.299.999.999.999.900;7.365;7.793.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9045.00.00;9074.00.00;9100.00.00;9665.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2010;;0,254861111;6.283.333.333.333.330;6807.22.00;07.08;8972.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,264583333;06.23;0,188194444;02.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.18;6.566.666.666.666.660;6.306.666.666.666.660;4.713.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6766.68;6577.53.00;6573.53.00;6845.57.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.109.999.999.999.990;7.185;07.32;7.716.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8928.00.00;9059.05.00;9010.00.00;9563.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2010;;06.34;6.386.666.666.666.660;6847.76;07.05;9017.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,254861111;06.45;04.17;02.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.283.333.333.333.330;6.373.333.333.333.330;6.533.333.333.333.330;5.156.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6807.22.00;6671.03.00;6554.99;6835.31.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.08;07.14;7.275;7.640.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8972.05.00;9045.00.00;9175.00.00;9461.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2010;;0,316666667;06.49;7004.16.00;07.02;9013.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.34;0,264583333;05.06;0,1375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.386.666.666.666.660;06.18;0,302777778;05.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6847.76;6766.68;6484.03.00;6693.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.05;7.109.999.999.999.990;72.299.999.999.999.900;75.633.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9017.00.00;8928.00.00;9074.00.00;9404.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2011;;07.01;6.486.666.666.666.660;7073.83;0,31875;9050.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,316666667;0,254861111;06.23;0,174305556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.49;6.283.333.333.333.330;6.566.666.666.666.660;0,261111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7004.16.00;6807.22.00;6577.53.00;6630.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.02;07.08;7.185;7.486.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9013.00.00;8972.05.00;9059.05.00;9.302.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2011;;0,307638889;6.483.333.333.333.330;6937.15.00;0,316666667;8823.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.01;06.34;06.45;03.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.486.666.666.666.660;6.386.666.666.666.660;6.373.333.333.333.330;0,272222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7073.83;6847.76;6671.03.00;6567.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,31875;07.05;07.14;07.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9050.00.00;9017.00.00;9045.00.00;9.201.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2011;;0,294444444;06.48;6907.96;7.046.666.666.666.660;8710.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,307638889;0,316666667;0,264583333;03.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.483.333.333.333.330;06.49;06.18;06.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6937.15.00;7004.16.00;6766.68;6504.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,316666667;07.02;7.109.999.999.999.990;7.365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8823.00.00;9013.00.00;8928.00.00;9100.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2011;;06.15;06.41;6.916.860.000.000.000;7.133.333.333.333.330;8623.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,294444444;07.01;0,254861111;0,188194444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.48;6.486.666.666.666.660;6.283.333.333.333.330;6.306.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6907.96;7073.83;6807.22.00;6573.53.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.046.666.666.666.660;0,31875;07.08;07.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8710.00.00;9050.00.00;8972.05.00;9010.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2011;;0,275694444;06.34;6925.76;7.220.000.000.000.000;8537.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.15;0,307638889;06.34;04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.41;6.483.333.333.333.330;6.386.666.666.666.660;6.533.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.916.860.000.000.000;6937.15.00;6847.76;6554.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.133.333.333.333.330;0,316666667;07.05;7.275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8623.05.00;8823.00.00;9017.00.00;9175.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2011;;05.53;06.27;6983.09.00;7.306.666.666.666.660;8577.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,275694444;0,294444444;0,316666667;05.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.34;06.48;06.49;0,302777778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6925.76;6907.96;7004.16.00;6484.03.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.220.000.000.000.000;7.046.666.666.666.660;07.02;72.299.999.999.999.900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8537.00.00;8710.00.00;9013.00.00;9074.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2011;;04.59;6.183.333.333.333.330;7034.06.00;73.933.333.333.333.300;8555.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.53;06.15;07.01;06.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.27;06.41;6.486.666.666.666.660;6.566.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6983.09.00;6.916.860.000.000.000;7073.83;6577.53.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.306.666.666.666.660;7.133.333.333.333.330;0,31875;7.185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8577.00.00;8623.05.00;9050.00.00;9059.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2011;;0,219444444;6.096.666.666.666.660;7085.03.00;07.48;8534.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.59;0,275694444;0,307638889;06.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.183.333.333.333.330;06.34;6.483.333.333.333.330;6.373.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7034.06.00;6925.76;6937.15.00;6671.03.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.933.333.333.333.300;7.220.000.000.000.000;0,316666667;07.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8555.05.00;8537.00.00;8823.00.00;9045.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
